operator,scenario,device_time_mean_ms,wall_time_mean_ms,params_json,source,accuracy_passed
grouped_matmul,qwen3_30b_grouped_mm_prefill_s256,0.7392,0.7433,"{""num_heads"":32,""num_kv_heads"":4,""head_dim"":128,""hidden_size"":4096,""expert_size"":512,""num_experts"":8,""num_tokens"":256,""num_groups"":4,""dtype"":""bf16"",""source"":""Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=256"",""model"":""Qwen/Qwen3-30B-A3B"",""phase"":""prefill""}","Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=256",True
grouped_matmul,qwen3_30b_grouped_mm_prefill_s512,1.3713,1.3758,"{""num_heads"":32,""num_kv_heads"":4,""head_dim"":128,""hidden_size"":4096,""expert_size"":512,""num_experts"":8,""num_tokens"":512,""num_groups"":4,""dtype"":""bf16"",""source"":""Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=512"",""model"":""Qwen/Qwen3-30B-A3B"",""phase"":""prefill""}","Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=512",True
grouped_matmul,qwen3_30b_grouped_mm_prefill_s1024,2.7178,2.7244,"{""num_heads"":32,""num_kv_heads"":4,""head_dim"":128,""hidden_size"":4096,""expert_size"":512,""num_experts"":8,""num_tokens"":1024,""num_groups"":4,""dtype"":""bf16"",""source"":""Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=1024"",""model"":""Qwen/Qwen3-30B-A3B"",""phase"":""prefill""}","Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=1024",True
grouped_matmul,qwen3_30b_grouped_mm_prefill_s2048,5.4251,5.8575,"{""num_heads"":32,""num_kv_heads"":4,""head_dim"":128,""hidden_size"":4096,""expert_size"":512,""num_experts"":8,""num_tokens"":2048,""num_groups"":4,""dtype"":""bf16"",""source"":""Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=2048"",""model"":""Qwen/Qwen3-30B-A3B"",""phase"":""prefill""}","Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=2048",True
grouped_matmul,qwen3_30b_grouped_mm_prefill_s4096,11.2585,11.2924,"{""num_heads"":32,""num_kv_heads"":4,""head_dim"":128,""hidden_size"":4096,""expert_size"":512,""num_experts"":8,""num_tokens"":4096,""num_groups"":4,""dtype"":""bf16"",""source"":""Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=4096"",""model"":""Qwen/Qwen3-30B-A3B"",""phase"":""prefill""}","Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=4096",True
grouped_matmul,qwen3_30b_grouped_mm_prefill_s8192,22.5818,22.7471,"{""num_heads"":32,""num_kv_heads"":4,""head_dim"":128,""hidden_size"":4096,""expert_size"":512,""num_experts"":8,""num_tokens"":8192,""num_groups"":4,""dtype"":""bf16"",""source"":""Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=8192"",""model"":""Qwen/Qwen3-30B-A3B"",""phase"":""prefill""}","Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=8192",True
kv_rms_norm_rope_cache,llama31_8b_kv_cache_decode_b1_c1024,0.0278,2.418,"{""num_tokens"":1,""num_kv_heads"":8,""head_dim"":128,""cache_len"":1024,""dtype"":""bf16"",""eps"":""1e-6"",""source"":""Llama-3.1-8B KV cache, decode, batch=1, cache=1024"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","Llama-3.1-8B KV cache, decode, batch=1, cache=1024",True
kv_rms_norm_rope_cache,llama31_8b_kv_cache_decode_b4_c2048,0.0313,2.4191,"{""num_tokens"":4,""num_kv_heads"":8,""head_dim"":128,""cache_len"":2048,""dtype"":""bf16"",""eps"":""1e-6"",""source"":""Llama-3.1-8B KV cache, decode, batch=4, cache=2048"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","Llama-3.1-8B KV cache, decode, batch=4, cache=2048",True
kv_rms_norm_rope_cache,deepseek_v3_kv_cache_decode_b8_c1024,0.0739,2.4748,"{""num_tokens"":8,""num_kv_heads"":128,""head_dim"":128,""cache_len"":1024,""dtype"":""bf16"",""eps"":""1e-6"",""source"":""DeepSeek-V3 KV cache, decode, batch=8, cache=1024"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3 KV cache, decode, batch=8, cache=1024",True
kv_rms_norm_rope_cache,llama31_8b_kv_cache_prefill_s64_c128,0.0286,2.419,"{""num_tokens"":64,""num_kv_heads"":8,""head_dim"":128,""cache_len"":128,""dtype"":""bf16"",""eps"":""1e-6"",""source"":""Llama-3.1-8B KV cache, prefill, seq=64, cache=128"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","Llama-3.1-8B KV cache, prefill, seq=64, cache=128",True
kv_rms_norm_rope_cache,llama31_8b_kv_cache_prefill_s128_c512,0.0306,2.4189,"{""num_tokens"":128,""num_kv_heads"":8,""head_dim"":128,""cache_len"":512,""dtype"":""bf16"",""eps"":""1e-6"",""source"":""Llama-3.1-8B KV cache, prefill, seq=128, cache=512"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","Llama-3.1-8B KV cache, prefill, seq=128, cache=512",True
kv_rms_norm_rope_cache,deepseek_v3_kv_cache_prefill_s256_c1024,0.2149,2.6156,"{""num_tokens"":256,""num_kv_heads"":128,""head_dim"":128,""cache_len"":1024,""dtype"":""bf16"",""eps"":""1e-6"",""source"":""DeepSeek-V3 KV cache, prefill, seq=256, cache=1024"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 KV cache, prefill, seq=256, cache=1024",True
kv_rms_norm_rope_cache,llama31_8b_kv_cache_prefill_s512_c2048,0.0472,2.4189,"{""num_tokens"":512,""num_kv_heads"":8,""head_dim"":128,""cache_len"":2048,""dtype"":""bf16"",""eps"":""1e-6"",""source"":""Llama-3.1-8B KV cache, prefill, seq=512, cache=2048"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","Llama-3.1-8B KV cache, prefill, seq=512, cache=2048",True
kv_rms_norm_rope_cache,deepseek_v3_kv_cache_prefill_s1024_c4096,0.8038,3.2053,"{""num_tokens"":1024,""num_kv_heads"":128,""head_dim"":128,""cache_len"":4096,""dtype"":""bf16"",""eps"":""1e-6"",""source"":""DeepSeek-V3 KV cache, prefill, seq=1024, cache=4096"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 KV cache, prefill, seq=1024, cache=4096",True
kv_rms_norm_rope_cache,llama31_8b_kv_cache_prefill_s2048_c4096,0.1103,2.4845,"{""num_tokens"":2048,""num_kv_heads"":8,""head_dim"":128,""cache_len"":4096,""dtype"":""bf16"",""eps"":""1e-6"",""source"":""Llama-3.1-8B KV cache, prefill, seq=2048, cache=4096"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","Llama-3.1-8B KV cache, prefill, seq=2048, cache=4096",True
layernorm,hidden_7168_seq2048,0.0473,2.4181,"{""M"":2048,""hidden_size"":7168,""dtype"":""bf16""}",,True
layernorm,hidden_7168_seq4096,0.0816,2.4846,"{""M"":4096,""hidden_size"":7168,""dtype"":""bf16""}",,True
layernorm,hidden_7168_decode,0.0136,2.3877,"{""M"":1,""hidden_size"":7168,""dtype"":""bf16""}",,True
layernorm,hidden_7168_batch128,0.0145,2.4189,"{""M"":128,""hidden_size"":7168,""dtype"":""bf16""}",,True
layernorm,hidden_4096_seq2048,0.0289,2.419,"{""M"":2048,""hidden_size"":4096,""dtype"":""bf16""}",,True
layernorm,hidden_7168_fp16,0.0474,2.4189,"{""M"":2048,""hidden_size"":7168,""dtype"":""fp16""}",,True
mm,qwen3_30b_moe_gate_decode,0.0089,2.3533,"{""phase"":""decode"",""M"":1,""N"":128,""K"":2048,""source"":""flashinfer-trace/gemm_n128_k2048 (Qwen3-30B-A3B moe.gate)""}",flashinfer-trace/gemm_n128_k2048 (Qwen3-30B-A3B moe.gate),True
mm,qwen3_30b_moe_gate_prefill,0.0092,2.3543,"{""phase"":""prefill"",""M"":256,""N"":128,""K"":2048,""source"":""flashinfer-trace/gemm_n128_k2048 (Qwen3-30B-A3B moe.gate)""}",flashinfer-trace/gemm_n128_k2048 (Qwen3-30B-A3B moe.gate),True
mm,llama31_8b_o_proj_decode,0.0132,2.3877,"{""phase"":""decode"",""M"":1,""N"":4096,""K"":4096,""source"":""flashinfer-trace/gemm_n4096_k4096 (Llama-3.1-8B attn.o_proj)""}",flashinfer-trace/gemm_n4096_k4096 (Llama-3.1-8B attn.o_proj),True
mm,llama31_8b_o_proj_prefill_256,0.088,2.4845,"{""phase"":""prefill"",""M"":256,""N"":4096,""K"":4096,""source"":""flashinfer-trace/gemm_n4096_k4096 (Llama-3.1-8B attn.o_proj)""}",flashinfer-trace/gemm_n4096_k4096 (Llama-3.1-8B attn.o_proj),True
mm,llama31_8b_o_proj_prefill_1024,0.3113,2.6814,"{""phase"":""prefill"",""M"":1024,""N"":4096,""K"":4096,""source"":""flashinfer-trace/gemm_n4096_k4096 (Llama-3.1-8B attn.o_proj)""}",flashinfer-trace/gemm_n4096_k4096 (Llama-3.1-8B attn.o_proj),True
mm,llama31_8b_ffn_down_decode,0.0442,2.4191,"{""phase"":""decode"",""M"":1,""N"":4096,""K"":14336,""source"":""flashinfer-trace/gemm_n4096_k14336 (Llama-3.1-8B ffn.down_proj)""}",flashinfer-trace/gemm_n4096_k14336 (Llama-3.1-8B ffn.down_proj),True
mm,llama31_8b_ffn_down_prefill_256,0.2547,2.6159,"{""phase"":""prefill"",""M"":256,""N"":4096,""K"":14336,""source"":""flashinfer-trace/gemm_n4096_k14336 (Llama-3.1-8B ffn.down_proj)""}",flashinfer-trace/gemm_n4096_k14336 (Llama-3.1-8B ffn.down_proj),True
mm,llama31_8b_ffn_down_prefill_1024,1.0649,3.4676,"{""phase"":""prefill"",""M"":1024,""N"":4096,""K"":14336,""source"":""flashinfer-trace/gemm_n4096_k14336 (Llama-3.1-8B ffn.down_proj)""}",flashinfer-trace/gemm_n4096_k14336 (Llama-3.1-8B ffn.down_proj),True
mm,llama31_8b_ffn_up_decode,0.0708,2.4233,"{""phase"":""decode"",""M"":1,""N"":28672,""K"":4096,""source"":""flashinfer-trace/gemm_n28672_k4096 (Llama-3.1-8B ffn.up_proj)""}",flashinfer-trace/gemm_n28672_k4096 (Llama-3.1-8B ffn.up_proj),True
mm,llama31_8b_ffn_up_prefill_256,0.4939,2.8779,"{""phase"":""prefill"",""M"":256,""N"":28672,""K"":4096,""source"":""flashinfer-trace/gemm_n28672_k4096 (Llama-3.1-8B ffn.up_proj)""}",flashinfer-trace/gemm_n28672_k4096 (Llama-3.1-8B ffn.up_proj),True
mm,llama31_8b_ffn_up_prefill_1024,1.9351,4.3189,"{""phase"":""prefill"",""M"":1024,""N"":28672,""K"":4096,""source"":""flashinfer-trace/gemm_n28672_k4096 (Llama-3.1-8B ffn.up_proj)""}",flashinfer-trace/gemm_n28672_k4096 (Llama-3.1-8B ffn.up_proj),True
mm,deepseek_v3_small_gemm_decode,0.0099,2.3543,"{""phase"":""decode"",""M"":1,""N"":256,""K"":7168,""source"":""flashinfer-trace/gemm_n256_k7168 (DeepSeek-V3)""}",flashinfer-trace/gemm_n256_k7168 (DeepSeek-V3),True
mm,deepseek_v3_small_gemm_prefill,0.0172,2.4191,"{""phase"":""prefill"",""M"":256,""N"":256,""K"":7168,""source"":""flashinfer-trace/gemm_n256_k7168 (DeepSeek-V3)""}",flashinfer-trace/gemm_n256_k7168 (DeepSeek-V3),True
moe_align_block_size,mixtral_moe_align_decode_b1,0.0073,2.3526,"{""num_tokens"":1,""num_experts"":8,""top_k"":2,""block_size"":64,""dtype"":""bf16"",""source"":""Mixtral MoE token align, decode, batch=1"",""model"":""mistralai/Mixtral-8x7B"",""phase"":""decode""}","Mixtral MoE token align, decode, batch=1",True
moe_align_block_size,mixtral_moe_align_decode_b4,0.0069,2.3536,"{""num_tokens"":4,""num_experts"":8,""top_k"":2,""block_size"":64,""dtype"":""bf16"",""source"":""Mixtral MoE token align, decode, batch=4"",""model"":""mistralai/Mixtral-8x7B"",""phase"":""decode""}","Mixtral MoE token align, decode, batch=4",True
moe_align_block_size,deepseek_v3_moe_align_decode_b8,0.0069,2.3537,"{""num_tokens"":8,""num_experts"":8,""top_k"":8,""block_size"":64,""dtype"":""bf16"",""source"":""DeepSeek-V3 MoE token align, decode, batch=8"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3 MoE token align, decode, batch=8",True
moe_align_block_size,mixtral_moe_align_prefill_s64,0.0077,0.006,"{""num_tokens"":64,""num_experts"":8,""top_k"":2,""block_size"":64,""dtype"":""bf16"",""source"":""Mixtral MoE token align, prefill, seq=64"",""model"":""mistralai/Mixtral-8x7B"",""phase"":""prefill""}","Mixtral MoE token align, prefill, seq=64",True
moe_align_block_size,mixtral_moe_align_prefill_s128,0.0076,0.006,"{""num_tokens"":128,""num_experts"":8,""top_k"":2,""block_size"":64,""dtype"":""bf16"",""source"":""Mixtral MoE token align, prefill, seq=128"",""model"":""mistralai/Mixtral-8x7B"",""phase"":""prefill""}","Mixtral MoE token align, prefill, seq=128",True
moe_align_block_size,deepseek_v3_moe_align_prefill_s256,0.0077,0.0059,"{""num_tokens"":256,""num_experts"":8,""top_k"":8,""block_size"":64,""dtype"":""bf16"",""source"":""DeepSeek-V3 MoE token align, prefill, seq=256"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 MoE token align, prefill, seq=256",True
moe_align_block_size,mixtral_moe_align_prefill_s512,0.0077,0.0061,"{""num_tokens"":512,""num_experts"":8,""top_k"":2,""block_size"":64,""dtype"":""bf16"",""source"":""Mixtral MoE token align, prefill, seq=512"",""model"":""mistralai/Mixtral-8x7B"",""phase"":""prefill""}","Mixtral MoE token align, prefill, seq=512",True
moe_align_block_size,deepseek_v3_moe_align_prefill_s1024,0.0077,0.0059,"{""num_tokens"":1024,""num_experts"":8,""top_k"":8,""block_size"":64,""dtype"":""bf16"",""source"":""DeepSeek-V3 MoE token align, prefill, seq=1024"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 MoE token align, prefill, seq=1024",True
moe_align_block_size,mixtral_moe_align_prefill_s2048,0.0077,0.006,"{""num_tokens"":2048,""num_experts"":8,""top_k"":2,""block_size"":64,""dtype"":""bf16"",""source"":""Mixtral MoE token align, prefill, seq=2048"",""model"":""mistralai/Mixtral-8x7B"",""phase"":""prefill""}","Mixtral MoE token align, prefill, seq=2048",True
moe_sum,deepseek_v3_moe_sum_decode_b1,0.0065,2.3526,"{""num_tokens"":1,""num_experts"":8,""hidden_size"":7168,""dtype"":""bf16"",""source"":""DeepSeek-V3 MoE, decode, batch=1"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3 MoE, decode, batch=1",True
moe_sum,deepseek_v3_moe_sum_decode_b4,0.0075,2.3535,"{""num_tokens"":4,""num_experts"":8,""hidden_size"":7168,""dtype"":""bf16"",""source"":""DeepSeek-V3 MoE, decode, batch=4"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3 MoE, decode, batch=4",True
moe_sum,deepseek_v3_moe_sum_decode_b8,0.0082,2.3535,"{""num_tokens"":8,""num_experts"":8,""hidden_size"":7168,""dtype"":""bf16"",""source"":""DeepSeek-V3 MoE, decode, batch=8"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3 MoE, decode, batch=8",True
moe_sum,deepseek_v3_moe_sum_prefill_s64,0.0225,2.4191,"{""num_tokens"":64,""num_experts"":8,""hidden_size"":7168,""dtype"":""bf16"",""source"":""DeepSeek-V3 MoE, prefill, seq=64"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 MoE, prefill, seq=64",True
moe_sum,deepseek_v3_moe_sum_prefill_s128,0.0285,2.419,"{""num_tokens"":128,""num_experts"":8,""hidden_size"":7168,""dtype"":""bf16"",""source"":""DeepSeek-V3 MoE, prefill, seq=128"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 MoE, prefill, seq=128",True
moe_sum,deepseek_v3_moe_sum_prefill_s256,0.0485,2.4185,"{""num_tokens"":256,""num_experts"":8,""hidden_size"":7168,""dtype"":""bf16"",""source"":""DeepSeek-V3 MoE, prefill, seq=256"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 MoE, prefill, seq=256",True
moe_sum,deepseek_v3_moe_sum_prefill_s512,0.0896,2.4846,"{""num_tokens"":512,""num_experts"":8,""hidden_size"":7168,""dtype"":""bf16"",""source"":""DeepSeek-V3 MoE, prefill, seq=512"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 MoE, prefill, seq=512",True
moe_sum,deepseek_v3_moe_sum_prefill_s1024,0.1698,2.55,"{""num_tokens"":1024,""num_experts"":8,""hidden_size"":7168,""dtype"":""bf16"",""source"":""DeepSeek-V3 MoE, prefill, seq=1024"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 MoE, prefill, seq=1024",True
moe_sum,deepseek_v3_moe_sum_prefill_s2048,0.3304,2.6817,"{""num_tokens"":2048,""num_experts"":8,""hidden_size"":7168,""dtype"":""bf16"",""source"":""DeepSeek-V3 MoE, prefill, seq=2048"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 MoE, prefill, seq=2048",True
per_token_group_fp8_quant,fp8_quant_decode_b1_h7168,0.024,2.4179,"{""num_tokens"":1,""hidden_size"":7168,""group_size"":128,""dtype"":""bf16"",""source"":""FP8 quantization, decode, batch=1"",""model"":""Generic FP8"",""phase"":""decode""}","FP8 quantization, decode, batch=1",True
per_token_group_fp8_quant,fp8_quant_decode_b4_h7168,0.0241,2.419,"{""num_tokens"":4,""hidden_size"":7168,""group_size"":128,""dtype"":""bf16"",""source"":""FP8 quantization, decode, batch=4"",""model"":""Generic FP8"",""phase"":""decode""}","FP8 quantization, decode, batch=4",True
per_token_group_fp8_quant,fp8_quant_decode_b8_h4096,0.0245,2.4191,"{""num_tokens"":8,""hidden_size"":4096,""group_size"":128,""dtype"":""bf16"",""source"":""FP8 quantization, decode, batch=8"",""model"":""Generic FP8"",""phase"":""decode""}","FP8 quantization, decode, batch=8",True
per_token_group_fp8_quant,fp8_quant_prefill_s64_h7168,0.0282,2.4191,"{""num_tokens"":64,""hidden_size"":7168,""group_size"":128,""dtype"":""bf16"",""source"":""FP8 quantization, prefill, seq=64"",""model"":""Generic FP8"",""phase"":""prefill""}","FP8 quantization, prefill, seq=64",True
per_token_group_fp8_quant,fp8_quant_prefill_s128_h4096,0.0299,2.419,"{""num_tokens"":128,""hidden_size"":4096,""group_size"":128,""dtype"":""bf16"",""source"":""FP8 quantization, prefill, seq=128"",""model"":""Generic FP8"",""phase"":""prefill""}","FP8 quantization, prefill, seq=128",True
per_token_group_fp8_quant,fp8_quant_prefill_s256_h7168,0.0513,2.4189,"{""num_tokens"":256,""hidden_size"":7168,""group_size"":128,""dtype"":""bf16"",""source"":""FP8 quantization, prefill, seq=256"",""model"":""Generic FP8"",""phase"":""prefill""}","FP8 quantization, prefill, seq=256",True
per_token_group_fp8_quant,fp8_quant_prefill_s512_h4096,0.0562,2.4191,"{""num_tokens"":512,""hidden_size"":4096,""group_size"":128,""dtype"":""bf16"",""source"":""FP8 quantization, prefill, seq=512"",""model"":""Generic FP8"",""phase"":""prefill""}","FP8 quantization, prefill, seq=512",True
per_token_group_fp8_quant,fp8_quant_prefill_s1024_h7168,0.1448,2.5501,"{""num_tokens"":1024,""hidden_size"":7168,""group_size"":128,""dtype"":""bf16"",""source"":""FP8 quantization, prefill, seq=1024"",""model"":""Generic FP8"",""phase"":""prefill""}","FP8 quantization, prefill, seq=1024",True
per_token_group_fp8_quant,fp8_quant_prefill_s2048_h4096,0.1637,2.5499,"{""num_tokens"":2048,""hidden_size"":4096,""group_size"":128,""dtype"":""bf16"",""source"":""FP8 quantization, prefill, seq=2048"",""model"":""Generic FP8"",""phase"":""prefill""}","FP8 quantization, prefill, seq=2048",True
persistent_topk,llama31_8b_topkp_decode_b1,0.0535,2.4202,"{""vocab_size"":128256,""k"":50,""p"":0.9,""dtype"":""bf16"",""N"":128256,""num_tokens"":1,""source"":""FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=1"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=1",True
persistent_topk,llama31_8b_topkp_decode_b2,0.0553,2.4191,"{""vocab_size"":128256,""k"":50,""p"":0.9,""dtype"":""bf16"",""N"":128256,""num_tokens"":2,""source"":""FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=2"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=2",True
persistent_topk,llama31_8b_topkp_decode_b4,0.0593,2.4191,"{""vocab_size"":128256,""k"":50,""p"":0.9,""dtype"":""bf16"",""N"":128256,""num_tokens"":4,""source"":""FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=4"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=4",True
persistent_topk,llama31_8b_topkp_decode_b8,0.0643,2.4191,"{""vocab_size"":128256,""k"":50,""p"":0.9,""dtype"":""bf16"",""N"":128256,""num_tokens"":8,""source"":""FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=8"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=8",True
persistent_topk,llama31_8b_topkp_decode_b16,0.0788,2.4519,"{""vocab_size"":128256,""k"":50,""p"":0.9,""dtype"":""bf16"",""N"":128256,""num_tokens"":16,""source"":""FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=16"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=16",True
persistent_topk,llama31_8b_topkp_decode_b32,0.1119,2.4846,"{""vocab_size"":128256,""k"":50,""p"":0.9,""dtype"":""bf16"",""N"":128256,""num_tokens"":32,""source"":""FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=32"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=32",True
persistent_topk,llama31_8b_topkp_decode_b64,0.161,2.5501,"{""vocab_size"":128256,""k"":50,""p"":0.9,""dtype"":""bf16"",""N"":128256,""num_tokens"":64,""source"":""FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=64"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=64",True
persistent_topk,llama31_8b_topkp_prefill_b128,0.2646,2.6164,"{""vocab_size"":128256,""k"":50,""p"":0.9,""dtype"":""bf16"",""N"":128256,""num_tokens"":128,""source"":""FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=128"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=128",True
persistent_topk,llama31_8b_topkp_prefill_b256,0.5248,2.8779,"{""vocab_size"":128256,""k"":50,""p"":0.9,""dtype"":""bf16"",""N"":128256,""num_tokens"":256,""source"":""FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=256"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=256",True
persistent_topk,llama31_8b_topkp_prefill_b512,0.9113,3.271,"{""vocab_size"":128256,""k"":50,""p"":0.9,""dtype"":""bf16"",""N"":128256,""num_tokens"":512,""source"":""FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=512"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=512",True
persistent_topk,llama31_8b_topkp_prefill_b1024,1.7061,4.058,"{""vocab_size"":128256,""k"":50,""p"":0.9,""dtype"":""bf16"",""N"":128256,""num_tokens"":1024,""source"":""FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=1024"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=1024",True
persistent_topk,llama31_8b_topkp_prefill_b2048,5.7772,8.181,"{""vocab_size"":128256,""k"":50,""p"":0.9,""dtype"":""bf16"",""N"":128256,""num_tokens"":2048,""source"":""FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=2048"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=2048",True
rms_norm,llama31_8b_rmsnorm_decode_bs1,0.0081,2.3537,"{""hidden_size"":4096,""eps"":""1e-6"",""num_tokens"":1,""dtype"":""bf16"",""source"":""Llama-3.1-8B, RMSNorm, decode, batch=1"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","Llama-3.1-8B, RMSNorm, decode, batch=1",True
rms_norm,llama31_8b_rmsnorm_decode_bs2,0.0082,2.3537,"{""hidden_size"":4096,""eps"":""1e-6"",""num_tokens"":2,""dtype"":""bf16"",""source"":""Llama-3.1-8B, RMSNorm, decode, batch=2"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","Llama-3.1-8B, RMSNorm, decode, batch=2",True
rms_norm,llama31_8b_rmsnorm_decode_bs4,0.0082,2.3542,"{""hidden_size"":4096,""eps"":""1e-6"",""num_tokens"":4,""dtype"":""bf16"",""source"":""Llama-3.1-8B, RMSNorm, decode, batch=4"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","Llama-3.1-8B, RMSNorm, decode, batch=4",True
rms_norm,llama31_8b_rmsnorm_decode_bs8,0.0082,2.3519,"{""hidden_size"":4096,""eps"":""1e-6"",""num_tokens"":8,""dtype"":""bf16"",""source"":""Llama-3.1-8B, RMSNorm, decode, batch=8"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","Llama-3.1-8B, RMSNorm, decode, batch=8",True
rms_norm,llama31_8b_rmsnorm_decode_bs16,0.0083,2.3535,"{""hidden_size"":4096,""eps"":""1e-6"",""num_tokens"":16,""dtype"":""bf16"",""source"":""Llama-3.1-8B, RMSNorm, decode, batch=16"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","Llama-3.1-8B, RMSNorm, decode, batch=16",True
rms_norm,llama31_8b_rmsnorm_decode_bs32,0.0083,2.3535,"{""hidden_size"":4096,""eps"":""1e-6"",""num_tokens"":32,""dtype"":""bf16"",""source"":""Llama-3.1-8B, RMSNorm, decode, batch=32"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","Llama-3.1-8B, RMSNorm, decode, batch=32",True
rms_norm,llama31_8b_rmsnorm_prefill_s64,0.0084,2.3543,"{""hidden_size"":4096,""eps"":""1e-6"",""num_tokens"":64,""dtype"":""bf16"",""source"":""Llama-3.1-8B, RMSNorm, prefill, seq=64"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","Llama-3.1-8B, RMSNorm, prefill, seq=64",True
